original_affiliation,new_affiliation,move_to_other_affiliation?
"GRECC—Veterans Affairs PugetrSound Health Care System, and Division of Gerontology &amp; GeriatricrMedicine, Department of Medicine, University of Washington, Seattle,rWashington 98104, United States",n/a,True
"Professur für MakromolekularerChemie, Department Chemie, Technische Universität Dresden,r01062 Dresden, Germany",n/a,True
"UNC EshelmanrSchool of Pharmacy,rUniversity of North Carolina at Chapel Hill, Chapel Hill, North Carolinar27599, United States",Eshelman School of Pharmacy,False
"Division of Molecular Pharmaceuticsrand Center for Nanotechnology in Drug Delivery, Eshelman School ofrPharmacy, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599-7571, United States",Division of Molecular Pharmaceutics|Center for Nanotechnology in Drug Delivery,False
"Division of Molecular Pharmaceutics, EshelmanrSchool of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, United States",Division of Molecular Pharmaceutics,False
"School of Pharmacy, Harbin Medical University, Harbin, China",n/a,True
"Shenyang Pharmaceutical University, Shenyang, China",n/a,True
"Department of Chemical and BiomolecularrEngineering, North Carolina State University, Raleigh, North Carolinar27695, United States",n/a,True
"Joint Department of BiomedicalrEngineering, University of North Carolina, Chapel Hill, North Carolinar27599, United States, and North Carolina State University, Raleigh,rNorth Carolina 27695, United States",UNC/NCSU Joint Department of Biomedical Engineering,False
"LiquidiarTechnologies, Morrisville,rNorth Carolina 27560, United States",n/a,True
"Division of Pharmacotherapyrand Experimental Therapeutics, UNC EshelmanrSchool of Pharmacy, §Curriculum in Toxicology, and ⊥Department of Biostatistics, UNC GillingsrSchool of Public Health, University of North Carolina at Chapel Hill, ChapelrHill, North Carolina, 27599-7569, United States",n/a,True
"Collegerof Natural Sciences, Division of Statistics and Scientific Computation, The University of Texas at Austin, Austin, Texas 78712, United States",n/a,True
"Collegerof Pharmacy, Pharmaceutics Division, The University of Texas at Austin, Austin, Texas 78712, United States",n/a,True
"GillingsrSchool of Global Public Health, University of North Carolina, Chapel Hill, North Carolina 27599, United States",Gillings School of Global Public Health,False
"InnerrMongolia Key Laboratory of Molecular Biology, Inner Mongolia Medical University, Hohhot, Inner Mongolia, China",n/a,True
"Division of MolecularrPharmaceutics and Center for Nanotechnology in Drug Delivery, EshelmanrSchool of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, United States",Division of Molecular Pharmaceutics|Center for Nanotechnology in Drug Delivery,False
"Schoolrof Chinese Materia Medica, Guangzhou University of Chinese Medicine, Guangzhou 510006, China",n/a,True
"Shenyang Pharmaceutical University, Shenyang 110016, China",n/a,True
"Centerrfor Nanotechnology in Drug Delivery and Division of Molecular Pharmaceutics,rUNC Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599-7362, United States",Center for Nanotechnology in Drug Delivery|Division of Molecular Pharmaceutics,False
"Divisionrof Molecular Pharmaceutics, Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Pharmacy Lane, Chapel Hill, North Carolina27599, United States",Division of Molecular Pharmaceutics,False
"KeyrLaboratory of Structure-Based Drug Design and Discovery, Ministryrof Education, Shenyang Pharmaceutical University, 103 Wenhua Road, Shenyang 110016, China",n/a,True
"Schoolrof Chinese Materia Medica, Guangzhou University of Chinese Medicine, 232 Waihuan East Road, Guangzhou 510006, China",n/a,True
"Schoolrof Pharmacy, Shenyang Pharmaceutical University, 103 Wenhua Road, Shenyang 110016, China",n/a,True
"Departmentrof Neuroscience, The Wexner Medical Center, The Ohio State University, Columbus, Ohio, 43210, United States",n/a,True
"Departmentrof Pharmaceutical Sciences, College of Pharmacy, The Ohio State University, Columbus, Ohio, 43210, United States",n/a,True
"MicrobialrInfection and Immunity, The Wexner Medical Center, The Ohio State University, Columbus, Ohio, 43210, United States",n/a,True
"Molecular,rCellular and Developmental Biology Graduate Program, The Ohio State University, Columbus, Ohio, 43210, United States",n/a,True
"TherCollege of Veterinary Medicine, The Ohio State University, Columbus, Ohio, 43210, United States",n/a,True
"BiomedicalrResearch Imaging Center, Department of Radiology, University of North Carolina, Chapel Hill, North Carolina 27514, United States",Department of Radiology|Biomedical Research Imaging Center,False
"Departmentrof Pathology, University of Southern California, Los Angeles, California 90033, United States",n/a,True
"Departmentrof Radiology, The Third Affiliated Hospital of Sun Yat-sen University, Guangzhou 510630, China",n/a,True
"Novartis Institutes for BioMedical Research, Cambridge, Massachusetts 02139, United States",n/a,True
"Schoolrof Pharmaceutical Science, Shandong University, Jinan 250012, China",n/a,True
"BiomedicalrResearch Imaging Center and Department of Radiology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, United States",Biomedical Research Imaging Center|Department of Radiology,False
"Biostatistics Branch; National Institute of Environmental Health Sciences, NIH; Research Triangle Park North Carolina USA",n/a,True
Department of Neurology; Pennsylvania State University-Milton S. Hershey Medical Center; Hershey Pennsylvania USA,n/a,True
"Division of Cancer Epidemiology and Genetics; National Cancer Institute, NIH; Rockville Maryland USA",n/a,True
"Epidemiology Branch; National Institute of Environmental Health Sciences, NIH; Research Triangle Park North Carolina USA",n/a,True
"Liquidia Technologies Inc., 419 Davis Drive, Suite 100, Morrisville, NorthrCarolina 27560, United States",n/a,True
"Center forrNanophase MaterialsrSciences, Oak Ridge National Laboratory, Oak Ridge, Tennessee 37831, United States",n/a,True
"Department of Physicsrand Astronomy, The University of Tennessee, Knoxville, Tennessee 37966,rUnited States",n/a,True
"Departmentrof Chemical and Biomolecular Engineering, North Carolina State University, Raleigh,rNorth Carolina 27607, United States",n/a,True
"Department ofrChemical and Biomolecular Engineering, North Carolina State University, Raleigh, North Carolina 27695, United States",n/a,True
"Department of Pharmaceutics, School of Pharmacy, Shenyang Pharmaceutical University, Shenyang, 110016, China",n/a,True
"Division of Molecular Pharmaceutics, Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",Division of Molecular Pharmaceutics,False
"Key Laboratory of Structure-Based Drug Design &amp; Discovery, Ministry of Education, Shenyang Pharmaceutical University, Shenyang, 110016,China",n/a,True
"School of Pharmacy, Harbin Medical University, Harbin, 150081, China",n/a,True
Carolina Center for Cancer Nanotechnology Excellence,n/a,True
Department of Nanoengineering,n/a,True
Laboratory of Nano- and Translational Medicine,n/a,True
Division of Molecular Pharmaceutics and Center for Nanotechnology in Drug Delivery,Division of Molecular Pharmaceutics|Center for Nanotechnology in Drug Delivery,False
UNC and NCSU Joint Department of Biomedical Engineering,UNC/NCSU Joint Department of Biomedical Engineering,False
Department of Chemistry and Chemical Biology,n/a,True
Department of Biological Chemistry and Molecular Pharmacology,n/a,True
Department of Neurological Sciences; University of Vermont College of Medicine; Burlington VT USA,n/a,True
Department of Palliative Care; Freiburg University Medical Center; Freiburg Germany,n/a,True
Department of Supportive and Palliative Care; The Royal Surrey County Hospital; Guildford Surrey UK,n/a,True
Division of Gastroenterology and Hepatology; Mayo Clinic; Rochester MN USA,n/a,True
Drossman Gastroenterology; PLLC; UNC Center for Functional GI and Motility Disorders; Chapel Hill NC USA,UNC Center for Functional GI and Motility Disorders,False
PRA Health Sciences; Salt Lake City UT USA,n/a,True
Center for Functional GI and Motility Disorders; University of North Carolina at Chapel Hill; Chapel Hill NC USA,UNC Center for Functional GI and Motility Disorders,False
Department of Behavioral Medicine; Tohoku University Graduate School of Medicine; Sendai Japan,n/a,True
Department of Gastroenterology; Mayo Clinic; Rochester MN USA,n/a,True
Department of Pediatric Gastroenterology; Emma Children's Hospital/Academic Medical Centre; Amsterdam The Netherlands,n/a,True
Department of Pediatric Gastroenterology; Nationwide Children's Hospital; Columbus OH USA,n/a,True
Division of Gastroenterology of the University of Verona; A.O.U.I. Verona; Verona Italy,n/a,True
Division of Gastroenterology/Hepatology; University of North Carolina; Chapel Hill NC USA,Division of Gastroenterology and Hepatology,False
Section of Gastroenterology/Hepatology; Georgia Regents University; Augusta GA USA,n/a,True
Center for Functional GI and Motility Disorders; University of North Carolina School of Medicine; Chapel Hill NC USA,UNC Center for Functional GI and Motility Disorders,False
Communication for Health Application and Interventions (CHAI) Core; University of North Carolina; Chapel Hill NC USA,University of North Carolina at Chapel Hill,False
Department of Health Policy and Management; University of North Carolina School of Public Health; Chapel Hill NC USA,Department of Health Policy and Management,False
Division of Gastroenterology; University of North Carolina School of Medicine; Chapel Hill NC USA,Division of Gastroenterology and Hepatology,False
Department of Genetics; University of North Carolina; Chapel Hill; NC; USA,Department of Genetics,False
Department of Nutrition; University of North Carolina; Chapel Hill; NC; USA,Department of Nutrition,False
USC-Office of Population Studies Foundation Inc.; University of San Carlos; Cebu City; Philippines,n/a,True
"Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, NC, USA",UNC Lineberger Comprehensive Cancer Center,False
"National Evolutionary Synthesis Center, Durham, NC, USA",n/a,True
"Ecology, Evolution and Organismic Biology, University of North Carolina, Chapel Hill, NC, United States",Department of Biology,False
"Department of Biology, The University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",Department of Biology,False
"Department of Cell Biology and Physiology, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",Department of Cell Biology and Physiology,False
"UNC/NCSU Joint Department of Biomedical Engineering, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",UNC/NCSU Joint Department of Biomedical Engineering,False
"Centro de Investigaciones de Ecosistemas Costeros, Cayo Coco, Morón, Ciego de Ávila, Cuba",n/a,True
"Department of Biology, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",Department of Biology,False
"Department of Studies for Sustainable Development of the Coastal Zone, University of Guadalajara, Jalisco, Mexico",n/a,True
"Florida Fish and Wildlife Conservation Commission, Fish and Wildlife Research Institute, Tequesta, FL, USA",n/a,True
"Australian Research Council Centre of Excellence for Coral Reef Studies, James Cook University, Townsville, QLD, Australia",n/a,True
"Department of Biology and Marine Biology, University of North Carolina at Wilmington, Wilmington, NC, USA",n/a,True
"The Betty and Gordon Moore Center for Ecosystem Science and Economics, Conservation International, Arlington, VA, USA",n/a,True
"Colegio de Ciencias biologicas y ambientales, Universidad San Francisco de Quito, Cumbayá, Diego de Robles y Vía Interoceánica, Quito, Ecuador",n/a,True
"Department of Biology, The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA",Department of Biology,False
"Department of Geology, The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA",Department of Geological Sciences,False
"Department of Marine Science, The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA",Department of Marine Sciences,False
"Institute for the Environment, The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, USA",UNC Institute for the Environment,False
"Department of Animal Science, University of Nebraska, Lincoln, NE, USA",n/a,True
"Department of Biological Sciences, University of North Carolina at Charlotte, Charlotte, NC, USA",n/a,True
"Department of Genetics, University of North Carolina, Chapel Hill, NC, USA",Department of Genetics,False
"Department of Zoology, Oregon State University, Corvallis, OR, USA",n/a,True
"Department of Integrative Biology, University of California, Berkeley, United States",n/a,True
"Department of Mathematics, University of North Carolina at Chapel Hill, United States",Department of Mathematics,False
"AICBT Ltd, Oxford, UK",n/a,True
"Department of Biomedical Engineering, Mayo Clinic, Rochester, MN, USA",n/a,True
"Department of Computer Science, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",Department of Computer Science,False
"Department of Mechanical and Aerospace Engineering, Princeton University, Princeton, NJ, USA",n/a,True
"Enthought, Inc., Austin, TX, USA",n/a,True
"Joint Unit, CNRS/Saint-Gobain, Cavaillon, France",n/a,True
"Stellenbosch University, Stellenbosch, South Africa",n/a,True
"Victorian Life Sciences Computation Initiative, Carlton, VIC, Australia",n/a,True
"Department of Bioengineering, University of California, Berkeley, CA, USA",n/a,True
"Department of Integrative Biology, University of California, Berkeley, CA, USA",n/a,True
"Department of Mechanical Engineering, University of California, Berkeley, CA, USA",n/a,True
"College of Veterinary Medicine, North Carolina State University, Raleigh, NC, USA",n/a,True
"Joint Department of Biomedical Engineering at the University of North Carolina Chapel Hill, North Carolina State University, Raleigh, NC, USA",UNC/NCSU Joint Department of Biomedical Engineering,False
"Veterinary Neurology Center, Tustin, CA, USA",n/a,True
"Center for Comparative Medicine and Translational Research, Department of Clinical Sciences, College of Veterinary Medicine, North Carolina State University, Raleigh, NC, USA",n/a,True
"Comparative Pain Research Laboratory, Department of Clinical Sciences, College of Veterinary Medicine, North Carolina State University, Raleigh, NC, USA",n/a,True
"Bastian Voice Institute, Downers Grove, IL, USA",n/a,True
"Department of Otolaryngology-Head and Neck Surgery, University of North Carolina, Chapel Hill, NC, USA",Department of Otolaryngology/Head and Neck Surgery,False
Department of Global Community Health and Behavioral Sciences; Tulane University School of Public Health and Tropical Medicine; New Orleans,n/a,True
"Department of Maternal and Child Health, and Carolina Population Center; University of North Carolina; Chapel Hill",Department of Maternal and Child Health|Carolina Population Center,False
Health Promotion Centre; School of Health Sciences; National University of Ireland; Galway,n/a,True
Institut National de la Santé et de la Recherche Médicale U1027; University of Toulouse III; France,n/a,True
Prevention Research Branch; Division of Epidemiology; Statistics and Prevention Research; Eunice Kennedy Shriver National Institute of Child Health and Human Development; Bethesda; MD,n/a,True
Department of Biostatistics; University of North Carolina at Chapel Hill,Department of Biostatistics,False
Department of Maternal and Child Health; University of North Carolina at Chapel Hill,Department of Maternal and Child Health,False
Department of Psychology; University of North Carolina at Chapel Hill,Department of Psychology and Neuroscience,False
Department of Biostatistics; University of North Carolina at Chapel Hill; Chapel Hill; NC; USA,Department of Biostatistics,False
Vanda Pharmaceutical Inc.; Washington; DC 20037; USA,n/a,True
Berry Consultants; Austin TX USA,n/a,True
Biogen IDEC; Cambridge MA USA,n/a,True
Eli Lilly & Company; Indianapolis IN USA,n/a,True
F. Hoffman La Roche; Welwyn Garden City Hertfordshire UK,n/a,True
LA-SER Analytica; London UK,n/a,True
MD Anderson; Houston TX USA,n/a,True
Novartis Pharma; CIS; Basel Switzerland,n/a,True
Novartis; East Hanover NJ USA,n/a,True
SAS; Cary NC USA,n/a,True
Sanofi-Aventis R&D; Paris France,n/a,True
US Food and Drug Administration; Rockville MD USA,n/a,True
Department of Epidemiology; University of North Carolina at Chapel Hill; Chapel Hill; NC; USA,Department of Epidemiology,False
"Division of Cardiology, Department of Medicine; University of North Carolina at Chapel Hill; Chapel Hill; NC; USA",Division of Cardiology,False
"Division of Nephrology, Department of Medicine; University of North Carolina at Chapel Hill; Chapel Hill; NC; USA",Division of Nephrology and Hypertension,False
Amgen Inc; Thousand Oaks; CA; USA,n/a,True
"Department of Epidemiology, Gillings School of Global Public Health; University of North Carolina at Chapel Hill; Chapel Hill; NC; USA",Department of Epidemiology,False
"Division of Pharmaceutical Outcomes and Policy, UNC Eshelman School of Pharmacy; University of North Carolina at Chapel Hill; Chapel Hill; NC; USA",Division of Pharmaceutical Outcomes and Policy,False
"Department of Epidemiology, UNC Gillings School of Global Public Health; University of North Carolina at Chapel Hill; Chapel Hill; NC; USA",Department of Epidemiology,False
"Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine; Brigham and Women's Hospital and Harvard Medical School; Boston; MA; USA",n/a,True
Leslie Dan Faculty of Pharmacy; University of Toronto; Toronto; ON; Canada,n/a,True
Cecil G. Sheps Center for Health Services Research; University of North Carolina at Chapel Hill; Chapel Hill; North Carolina; USA,Cecil G. Sheps Center for Health Services Research,False
"Department of Pharmacy Care Systems, Harrison School of Pharmacy; Auburn University; Auburn; Alabama; USA",n/a,True
Eshelman School of Pharmacy; University of North Carolina at Chapel Hill; Chapel Hill; North Carolina; USA,Eshelman School of Pharmacy,False
"Department of Epidemiology, Gillings School of Global Public Health; University of North Carolina at Chapel Hill; Chapell Hill; NC; USA",Department of Epidemiology,False
"Department of Epidemiology, Merck Research Laboratories; Merck Sharp & Dohme Corp.; Whitehouse Station; NJ; USA",n/a,True
Center for Health Research; Geisinger Health System; Danville PA USA,n/a,True
Department of Epidemiology; University of North Carolina at Chapel Hill; Chapel Hill NC USA,Department of Epidemiology,False
"Department of Medicine, Division of Infectious Diseases; University of North Carolina at Chapel Hill; Chapel Hill NC USA",Division of Infectious Diseases,False
Department of Pharmacy Practice and Science; University of Kentucky; Lexington KY USA,n/a,True
The Cecil G. Sheps Center for Health Services Research; University of North Carolina at Chapel Hill; Chapel Hill NC USA,Cecil G. Sheps Center for Health Services Research,False
"Department of Biostatistics, Yale University School of Public Health, New Haven, CT, USA",n/a,True
"Division of Gastroenterology and Hepatology, UNC School of Medicine, Chapel Hill, NC, USA",Division of Gastroenterology and Hepatology,False
"United Therapeutic Corporation, Research Triangle Park, NC, USA",n/a,True
Department of Family Medicine; University of Connecticut School of Medicine; Farmington; Connecticut,n/a,True
Department of Pharmacy Practice and Science; University of Iowa College of Pharmacy; Iowa City; Iowa,n/a,True
Division of Practice Advancement and Clinical Education; University of North Carolina Eshelman School of Pharmacy; Chapel Hill; North Carolina,Eshelman School of Pharmacy,False
School of Graduate Studies and Research; University of the Incarnate Word; San Antonio; Texas,n/a,True
Department of Pharmacotherapy and Experimental Therapeutics; Eshelman School of Pharmacy; University of North Carolina; Chapel Hill North Carolina,Division of Pharmacotherapy and Experimental Therapeutics,False
Department of Pharmacotherapy and Translational Research; College of Pharmacy; University of Florida; Gainesville Florida,n/a,True
Department of Pharmacy and Therapeutics; School of Pharmacy; Center for Clinical Pharmaceutical Sciences; University of Pittsburgh; Pittsburgh Pennsylvania,n/a,True
Division of Nephrology and Hypertension; UNC Kidney Center; University of North Carolina; Chapel Hill North Carolina,Division of Nephrology and Hypertension|UNC Kidney Center,False
Skaggs School of Pharmacy and Pharmaceutical Sciences; University of Colorado; Aurora Colorado,n/a,True
Department of Cardiology; School of Medicine; University of North Carolina at Chapel Hill; Chapel Hill North Carolina,Division of Cardiology,False
Division of Pharmaceutical Outcomes and Policy; UNC Eshelman School of Pharmacy; University of North Carolina at Chapel Hill; Chapel Hill North Carolina,Division of Pharmaceutical Outcomes and Policy,False
Division of Practice Advancement and Clinical Education; UNC Eshelman School of Pharmacy; Chapel Hill North Carolina,Eshelman School of Pharmacy,False
Curriculum in Toxicology; University of North Carolina at Chapel Hill; Chapel Hill NC,Curriculum in Toxicology,False
Department of Biostatistics; University of North Carolina at Chapel Hill; Chapel Hill NC,Department of Biostatistics,False
The University of Texas MD Anderson Cancer Center; Science Park/Research Division; University of North Carolina at Chapel Hill; Chapel Hill NC,n/a,True
College of Osteopathic Medicine; William Carey University; Hattiesburg MS,n/a,True
Division of Biostatistics; School of Public Health; University of Minnesota; Minneapolis MN,n/a,True
"Department of Biology, University of North Carolina, Charlotte",n/a,True
"Department of Kinesiology, University of North Carolina, Charlotte",n/a,True
"Departments of Nutrition and Cell and Molecular Physiology and Carolina Center for Genome Science, University of North Carolina, Chapel Hill",Carolina Center for Genome Sciences|Department of Cell and Molecular Physiology|Department of Nutrition,False
"Laboratory of Respiratory Biology, National Institute of Environmental Health Sciences, Durham, North Carolina",n/a,True
"Department of Chemistry and Biochemistry; The University of North Carolina at Greensboro; Patricia A. Sullivan Science Building, PO Box 26170 Greensboro NC 27402 USA",n/a,True
"UNC Eshelman School of Pharmacy; The University of North Carolina at Chapel Hill; 2320 Kerr Hall, Campus Box 7569 Chapel Hill NC 27599 USA",Eshelman School of Pharmacy,False
Department of Biostatistics; University of North Carolina; Chapel Hill NC USA,Department of Biostatistics,False
Department of Dermatology; University of North Carolina; Chapel Hill NC USA,Department of Dermatology,False
Department of Medicine; Division of Epidemiology; University of New Mexico; Albuquerque NM USA,n/a,True
British Columbia Cancer Research Center; Vancouver BC Canada,n/a,True
Cancercare Ontario; Toronto ON Canada,n/a,True
Center for Clinical Epidemiology and Biostatistics; Department of Biostatistics and Epidemiology; Perelman School of Medicine; University of Pennsylvania; Philadelphia PA USA,n/a,True
Department of Dermatology; Epidemiology and Lineberger Comprehensive Cancer Center; University of North Carolina; Chapel Hill NC USA,Department of Dermatology|Department of Epidemiology|UNC Lineberger Comprehensive Cancer Center,False
Department of Epidemiology and Biostatistics; Memorial Sloan-Kettering Cancer Center; New York NY USA,n/a,True
Department of Epidemiology; University of California; Irvine CA USA,n/a,True
Departments of Internal Medicine and Dermatology; University of New Mexico; Albuquerque NM USA,n/a,True
Keck School of Medicine; University of Southern California Norris Comprehensive Cancer Center; University of Southern California; Los Angeles CA USA,n/a,True
Menzies Centre for Population Health; University of Tasmania; Hobart Tas Australia,n/a,True
School of Public Health; University of Sydney; Sydney NSW Australia,n/a,True
Womens College Hospital; Toronto ON Canada,n/a,True
Department of Dermatology; University of North Carolina School of Medicine; Chapel Hill NC USA,Department of Dermatology,False
Department of Surgery; University of North Carolina School of Medicine; Chapel Hill NC USA,Department of Surgery,False
The Lineberger Comprehensive Cancer Center; University of North Carolina School of Medicine; Chapel Hill NC USA,UNC Lineberger Comprehensive Cancer Center,False
Department of Biology; Memorial University of Newfoundland; St John's NL Canada,n/a,True
Department of Neurobiology and Behavior; Cornell University; Ithaca NY USA,n/a,True
Lineberger Comprehensive Cancer Center; Department of Microbiology & Immunology; University of North Carolina at Chapel Hill; Chapel Hill NC USA,Department of Microbiology and Immunology|UNC Lineberger Comprehensive Cancer Center,False
"Division of Geriatrics and Nutritional Science, Washington University School of Medicine, St. Louis, MO, USA",n/a,True
"Division of Gerontology, Department of Epidemiology and Preventive Medicine, University of Maryland Baltimore, Baltimore, MD, USA",n/a,True
"Institute for Aging Research, Hebrew SeniorLife, and Harvard Medical School, Boston, MA, USA",n/a,True
"Maryland Medical Research Institute, Baltimore, MD, USA",n/a,True
"Maryland Medical Research Institute, Baltimore, MD, USA, ",n/a,True
"Program on Aging, Disability and Long-Term Care, Cecil G. Sheps Center for Health Services Research, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",Cecil G. Sheps Center for Health Services Research,False
"Biomedical Engineering, SUNY Stony Brook, Stony Brook, NY, USA",n/a,True
"Cecil G. Sheps Center for Health Services Research, University of North Carolina, Chapel Hill, NC, USA",Cecil G. Sheps Center for Health Services Research,False
"Center for Advanced Orthopaedic Studies, Beth Israel Deaconess Medical Center, Boston, MA, USA",n/a,True
"Department of Medicine, Columbia University College of Physicians &amp; Surgeons, New York, NY, USA",n/a,True
"Epidemiology &amp; Preventive Medicine, University of Maryland, Baltimore, MD, USA",n/a,True
"Institute for Aging Research, Hebrew SeniorLife, Boston, MA, USA, ",n/a,True
"Radiology, UCSF, San Francisco, CA, USA",n/a,True
"Department of Health Policy and Management, Gillings School of Global Public Health, University of North Carolina, Chapel Hill, NC, USA",Department of Health Policy and Management,False
"University of North Carolina-Lineberger Comprehensive Cancer Center, Chapel Hill, NC, USA",UNC Lineberger Comprehensive Cancer Center,False
"Graduate School of Public Health, University of Pittsburgh, Pittsburgh, PA, USA",n/a,True
"Human Computer Interaction Institute, Carnegie Mellon University, Pittsburgh, PA, USA",n/a,True
"School of Journalism and Mass Communication, University of Wisconsin–Madison, Madison, WI, USA",n/a,True
"School of Medicine, University of Pittsburgh, Pittsburgh, PA, USA",n/a,True
"School of Nursing, University of North Carolina, Chapel Hill, NC, USA",School of Nursing,False
"School of Nursing, University of Pittsburgh, Pittsburgh, PA, USA",n/a,True
"Children’s Hospital Boston, Boston, MA, USA",n/a,True
"Children’s Hospital of Pittsburgh, Pittsburgh, PA, USA",n/a,True
"Department of Medicine, Duke University Medical Center, Durham, NC, USA",n/a,True
"Department of Medicine, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",Department of Medicine,False
"Department of Medicine, Virginia Commonwealth University, Richmond, VA, USA",n/a,True
"Department of Pediatrics, Emory University School of Medicine, Atlanta, GA, USA",n/a,True
"Department of Pediatrics, University of Illinois at Chicago, Chicago, IL, USA",n/a,True
"Department of Pediatrics, University of Pennsylvania School of Medicine, Philadelphia, PA, USA",n/a,True
"Grady Memorial Hospital, Emory University School of Medicine, Atlanta, GA, USA",n/a,True
"Hematology Branch, National Institutes of Health, Bethesda, MD, USA",n/a,True
"New England Research Institutes, Watertown, MA, USA",n/a,True
"Adjunct Senior Fellow, East-West Center, Honolulu.",n/a,True
"N.B. Ryder Professor of Sociology, University of Wisconsin-Madison.",n/a,True
"Professor, Faculty of Economics, Keio University, Tokyo.",n/a,True
"Senior Fellow, East-West Center, Honolulu, and Research Professor, Department of Sociology, University of North Carolina, Chapel Hill.",Department of Sociology,False
Department of Psychology; Indiana University-Purdue University Indianapolis; Indianapolis IN USA,n/a,True
Department of Surgery; Indiana University School of Medicine; Indianapolis IN USA,n/a,True
Indiana University School of Nursing; Indianapolis IN USA,n/a,True
"Datalys Center for Sports Injury Research and Prevention, Inc, Indianapolis, IN",n/a,True
"National Collegiate Athletic Association, Sport Science Institute, Indianapolis, IN",n/a,True
"State Health Registry of Iowa, University of Iowa, Iowa City",n/a,True
Department of Health Policy and Management; University of North Carolina; Chapel Hill NC,Department of Health Policy and Management,False
Department of Industrial Engineering; Clemson University; Clemson SC,n/a,True
Department of Industrial and Systems Engineering; North Carolina State University; Raleigh NC,n/a,True
"Datalys Center for Sports Injury Research and Prevention, Inc, Indianapolis, IN;",n/a,True
"Penn State University, University Park, PA;",n/a,True
"Springfield College, Indianapolis, IN;",n/a,True
"Department of Industrial Engineering, Clemson University, SC (HTD)",n/a,True
Division of Gastroenterology and Hepatology; Indiana University School of Medicine; Indianapolis IN USA,n/a,True
Division of Gastroenterology and Hepatology; University of North Carolina; Chapel Hill NC USA,Division of Gastroenterology and Hepatology,False
Division of Gastroenterology; California Pacific Medical Center; San Francisco CA USA,n/a,True
Division of Gastroenterology; University of Michigan; Ann Arbor MI USA,n/a,True
Division of Gastroenterology; University of Pennsylvania; Philadelphia PA USA,n/a,True
Division of Gastroenterology; University of Texas Southwestern; Dallas TX USA,n/a,True
Division of Gastrointestinal and Liver Diseases; University of Southern California; Los Angeles CA USA,n/a,True
Duke Clinical Research Institute & Department of Biostatistics; Duke University; Durham NC USA,n/a,True
Liver Disease Research Branch; Division of Digestive Diseases and Nutrition; National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK); NIH; Bethesda MD USA,n/a,True
"The Datalys Center, Indianapolis, IN",n/a,True
"Department of Pathology and Laboratory Medicine, School of Medicine, University of North Carolina, Chapel Hill, NC 27599-7035, USA",Department of Pathology and Laboratory Medicine,False
Department of Biochemistry and Biophysics; University of North Carolina; Chapel Hill; North Carolina; 27599,Department of Biochemistry and Biophysics,False
Department of Chemistry; University of North Carolina; Chapel Hill; North Carolina; 27599,Department of Chemistry,False
Department of Chemistry; University of North Carolina; Chapel Hill North Carolina 27599,Department of Chemistry,False
Department of Biochemistry and Biophysics; University of North Carolina; Chapel Hill North Carolina 27599,Department of Biochemistry and Biophysics,False
Department of Physics and INFN; Università degli Studi di Milano; Milano 20133 Italy,n/a,True
Department of Microbiology and Immunology; Lineberger Comprehensive Cancer Center; University of North Carolina at Chapel Hill; Chapel Hill NC USA,Department of Microbiology and Immunology|UNC Lineberger Comprehensive Cancer Center,False
Department of Molecular Biology; Princeton University; Princeton NJ USA,n/a,True
Bone Marrow Transplant/Hematology; Mount Sinai Hospital; New York; NY; USA,n/a,True
Cancer Prevention Fellowship Program; National Cancer Institute; Bethesda; MD; USA,n/a,True
Department of Medicine; Mount Sinai School of Medicine; New York; NY; USA,n/a,True
Department of Oncological Sciences; Mount Sinai School of Medicine; New York; NY; USA,n/a,True
Department of Psychology; William Paterson University; Wayne; NJ; USA,n/a,True
The John Theurer Cancer Center; Hackensack University Medical Center; Hackensack; NJ; USA,n/a,True
Cancer Care Research Program; Duke Cancer Institute; Durham; NC; USA,n/a,True
Cecil G. Sheps Center for Health Services Research; University of North Carolina at Chapel Hill; Chapel Hill; NC; USA,Cecil G. Sheps Center for Health Services Research,False
"Department of Biostatistics, School of Public Health; University of California Los Angeles; Los Angeles; CA; USA",n/a,True
