id,citation,license,retracted,full_text_format,full_text_href,cdr_url,has_fileset
PMC11786237,Environ Int. 2025 Jan 15; 195:109206,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/1d/39/PMC11786237.tar.gz,,
PMC11780187,Haemophilia. 2025 Jan 15; 31(1):78-86,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/38/b0/PMC11780187.tar.gz,,
PMC11694523,Alzheimers Dement (N Y). 2024 Dec 14; 10(4):e70011,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/c3/7d/PMC11694523.tar.gz,,
PMC11694517,Alzheimers Dement (N Y). 2024 Dec 14; 10(4):e70010,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/cf/49/PMC11694517.tar.gz,,
PMC11661226,bioRxiv. 2024 Dec 14;:2024.12.13.628426,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/0c/01/PMC11661226.tar.gz,,
PMC11645475,Clin Transl Sci. 2024 Dec 14; 17(12):e70106,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/93/2c/PMC11645475.tar.gz,,
PMC11761680,Ann Behav Med. 2024 Dec 13; 59(1):kaae074,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ed/bb/PMC11761680.tar.gz,,
PMC11719202,Case Rep Womens Health. 2024 Dec 13; 45:e00677,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/28/6b/PMC11719202.tar.gz,,
PMC11704448,Surg Neurol Int. 2024 Dec 13; 15:461,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/cc/33/PMC11704448.tar.gz,,
PMC11699352,JACC Adv. 2024 Dec 13; 4(1):101463,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/98/20/PMC11699352.tar.gz,,
PMC11671250,Front Pharmacol. 2024 Dec 13; 15:1529088,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/2d/54/PMC11671250.tar.gz,,
PMC11645766,Cancer Control. 2024 Dec 13; 31:10732748241305583,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/43/51/PMC11645766.tar.gz,,
PMC11773442,Otolaryngol Head Neck Surg. 2025 Feb 12; 172(2):728-733,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/6a/39/PMC11773442.tar.gz,,
PMC11756694,J Am Med Inform Assoc. 2024 Dec 12; 32(2):391-397,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/76/56/PMC11756694.tar.gz,,
PMC11708018,mBio.; 16(1):e03276-24,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/8c/53/PMC11708018.tar.gz,,
PMC11637367,PLoS One. 2024 Dec 12; 19(12):e0311289,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/7d/a1/PMC11637367.tar.gz,,
PMC11637309,PLOS Glob Public Health. 2024 Dec 12; 4(12):e0003938,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/fd/8c/PMC11637309.tar.gz,,
PMC11637265,PLoS One. 2024 Dec 12; 19(12):e0315368,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/77/57/PMC11637265.tar.gz,,
PMC11773198,JID Innov. 2024 Dec 11; 5(2):100339,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/c7/4b/PMC11773198.tar.gz,,
PMC11698047,J Cell Sci. 2024 Dec 11; 137(23):jcs263546,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/3e/bf/PMC11698047.tar.gz,,
PMC11673060,Behav Sci (Basel). 2024 Dec 11; 14(12):1181,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/e7/09/PMC11673060.tar.gz,,
PMC11633987,PLoS One. 2024 Dec 11; 19(12):e0314938,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/03/1f/PMC11633987.tar.gz,,
PMC11815618,Nutr Bull. 2025 Mar 10; 50(1):12-29,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/46/c2/PMC11815618.tar.gz,,
PMC11759483,Extracell Vesicle. 2024 Dec 10; 4:100060,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a8/64/PMC11759483.tar.gz,,
PMC11754661,Nucleic Acids Res. 2024 Dec 10; 53(2):gkae1180,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/58/c0/PMC11754661.tar.gz,,
PMC11705785,Microbiol Spectr.; 13(1):e01996-24,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/6b/fd/PMC11705785.tar.gz,,
PMC11677661,Metabolites. 2024 Dec 10; 14(12):696,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b7/d8/PMC11677661.tar.gz,,
PMC11675023,Netw Neurosci. 2024 Dec 10; 8(4):1439-1466,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/68/85/PMC11675023.tar.gz,,
PMC11673119,Environ Sci Technol. 2024 Dec 10; 58(51):22678-22690,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b2/ac/PMC11673119.tar.gz,,
PMC11670258,Front Health Serv. 2024 Dec 10; 4:1353741,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a9/3a/PMC11670258.tar.gz,,
PMC11669194,Front Health Serv. 2024 Dec 10; 4:1473848,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/70/a2/PMC11669194.tar.gz,,
PMC11661081,bioRxiv. 2024 Dec 10;:2024.12.05.627056,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/e1/44/PMC11661081.tar.gz,,
PMC11647390,BMJ Open. 2024 Dec 10; 14(12):e088525,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/59/b6/PMC11647390.tar.gz,,
PMC11754664,Nucleic Acids Res. 2024 Dec 9; 53(2):gkae1188,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a9/56/PMC11754664.tar.gz,,
PMC11661271,bioRxiv. 2024 Dec 9;:2024.12.09.627470,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/1e/9e/PMC11661271.tar.gz,,
PMC11629124,JAMA Netw Open. 2024 Dec 9; 7(12):e2449798,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b0/bf/PMC11629124.tar.gz,,
PMC11370454,bioRxiv. 2024 Dec 9;:2024.08.22.609165,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ad/b6/PMC11370454.tar.gz,,
PMC11720640,Plant Physiol. 2024 Dec 8; 197(1):kiae652,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/35/27/PMC11720640.tar.gz,,
PMC11643190,medRxiv. 2024 Dec 7;:2024.12.03.24318221,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a0/f7/PMC11643190.tar.gz,,
PMC11625079,Neurosurg Rev. 2024 Dec 7; 47(1):893,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ab/00/PMC11625079.tar.gz,,
PMC11870290,Diabetes Care. 2024 Dec 6; 48(3):353-360,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f3/b7/PMC11870290.tar.gz,,
PMC11751521,HGG Adv. 2024 Dec 6; 6(1):100390,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/d5/36/PMC11751521.tar.gz,,
PMC11700526,Cureus.; 16(12):e75203,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/83/58/PMC11700526.tar.gz,,
PMC11664653,ACS Earth Space Chem. 2024 Dec 6; 8(12):2574-2586,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b7/7c/PMC11664653.tar.gz,,
PMC11659284,Front Public Health. 2024 Dec 6; 12:1454304,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f5/f0/PMC11659284.tar.gz,,
PMC11659150,Front Public Health. 2024 Dec 6; 12:1439997,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/24/0c/PMC11659150.tar.gz,,
PMC11642880,bioRxiv. 2024 Dec 6;:2024.12.03.626641,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/91/c2/PMC11642880.tar.gz,,
PMC11623977,Cancer Med. 2024 Dec 6; 13(23):e70461,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/bf/d8/PMC11623977.tar.gz,,
PMC11623953,JCI Insight.; 9(23):e171705,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b6/bc/PMC11623953.tar.gz,,
PMC11787461,Blood Adv. 2024 Dec 5; 9(2):417-424,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/02/73/PMC11787461.tar.gz,,
PMC11643320,Res Sq. 2024 Dec 5;:rs.3.rs-5510550,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b3/74/PMC11643320.tar.gz,,
PMC11620398,PLOS Glob Public Health. 2024 Dec 5; 4(12):e0003744,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a2/b3/PMC11620398.tar.gz,,
PMC11619278,BMC Pharmacol Toxicol. 2024 Dec 5; 25:92,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a5/27/PMC11619278.tar.gz,,
PMC11619210,J Eat Disord. 2024 Dec 5; 12:201,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/08/1d/PMC11619210.tar.gz,,
PMC11728674,Pharmaceuticals (Basel). 2024 Dec 4; 17(12):1628,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/3c/cb/PMC11728674.tar.gz,,
PMC11701409,J Orthop Res. 2025 Feb 4; 43(2):322-336,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f2/0a/PMC11701409.tar.gz,,
PMC11697013,Sci Rep. 2024 Dec 4; 14:30240,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/09/30/PMC11697013.tar.gz,,
PMC11653357,Front Pharmacol. 2024 Dec 4; 15:1507042,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/66/a2/PMC11653357.tar.gz,,
PMC11644667,Nutrients. 2024 Dec 4; 16(23):4197,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/61/f1/PMC11644667.tar.gz,,
PMC11643096,bioRxiv. 2024 Dec 4;:2024.12.04.626847,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/7e/4c/PMC11643096.tar.gz,,
PMC11622997,BMC Glob Public Health. 2024 Dec 4; 2:81,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/39/97/PMC11622997.tar.gz,,
PMC11618615,Nat Commun. 2024 Dec 4; 15:10572,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/46/dd/PMC11618615.tar.gz,,
PMC11616698,Sci Adv.; 10(49):eadu1262,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/3f/d4/PMC11616698.tar.gz,,
PMC11616160,Breast Cancer Res. 2024 Dec 4; 26:178,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/cf/d2/PMC11616160.tar.gz,,
PMC11669810,Epidemiol Psychiatr Sci. 2024 Dec 3; 33:e74,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/32/b4/PMC11669810.tar.gz,,
PMC11653043,J Med Internet Res. 2024 Dec 3; 26:e51877,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/36/5e/PMC11653043.tar.gz,,
PMC11651160,Front Public Health. 2024 Dec 3; 12:1443992,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b6/73/PMC11651160.tar.gz,,
PMC11615039,Commun Biol. 2024 Dec 3; 7:1606,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/9f/98/PMC11615039.tar.gz,,
PMC11614998,GeoJournal. 2024 Dec 3; 89(6):249,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/cc/12/PMC11614998.tar.gz,,
PMC11614209,PLoS One. 2024 Dec 3; 19(12):e0314747,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/32/a3/PMC11614209.tar.gz,,
PMC11657241,Front Immunol. 2024 Dec 2; 15:1498942,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/6e/f2/PMC11657241.tar.gz,,
PMC11650078,JMIR Form Res. 2024 Dec 2; 8:e51470,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/d1/76/PMC11650078.tar.gz,,
PMC11642780,bioRxiv. 2024 Dec 2;:2023.08.27.555017,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/2d/89/PMC11642780.tar.gz,,
PMC11626459,Epidemiol Infect. 2024 Dec 2; 152:e149,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/9f/3a/PMC11626459.tar.gz,,
PMC11613912,BMC Womens Health. 2024 Dec 2; 24:633,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b2/e4/PMC11613912.tar.gz,,
PMC11611216,PLoS One. 2024 Dec 2; 19(12):e0309216,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ef/8a/PMC11611216.tar.gz,,
PMC11610281,Hum Resour Health. 2024 Dec 2; 22:81,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/78/7b/PMC11610281.tar.gz,,
PMC11623676,bioRxiv. 2024 Nov 30;:2024.11.28.625927,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/87/2e/PMC11623676.tar.gz,,
PMC11607873,BMC Bioinformatics. 2024 Nov 30; 25:369,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/2d/a3/PMC11607873.tar.gz,,
PMC11607761,J Prim Care Community Health. 2024 Nov 30; 15:21501319241303605,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/26/91/PMC11607761.tar.gz,,
PMC11708019,mBio.; 16(1):e03253-24,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/9c/46/PMC11708019.tar.gz,,
PMC11680346,Viruses. 2024 Nov 29; 16(12):1854,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/23/99/PMC11680346.tar.gz,,
PMC11665415,Neurobiol Pain. 2024 Nov 29; 17:100174,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/bd/ee/PMC11665415.tar.gz,,
PMC11623730,medRxiv. 2024 Nov 29;:2024.11.26.24318009,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/59/5f/PMC11623730.tar.gz,,
PMC11607808,BMC Public Health. 2024 Nov 29; 24:3338,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/01/74/PMC11607808.tar.gz,,
PMC11607456,Nat Commun. 2024 Nov 29; 15:10323,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/9a/72/PMC11607456.tar.gz,,
PMC11607449,Nat Commun. 2024 Nov 29; 15:10393,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/09/39/PMC11607449.tar.gz,,
PMC11606200,Harm Reduct J. 2024 Nov 29; 21:214,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/9a/f4/PMC11606200.tar.gz,,
PMC11606178,BMC Public Health. 2024 Nov 29; 24:3330,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/4d/a2/PMC11606178.tar.gz,,
PMC11605745,Glob Adv Integr Med Health. 2024 Nov 29; 13:27536130241304772,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/6c/2b/PMC11605745.tar.gz,,
PMC11605365,Obes Sci Pract. 2024 Nov 29; 10(6):e70027,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/5f/8b/PMC11605365.tar.gz,,
PMC11605244,RSC Med Chem.; 16(2):457-464,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/63/07/PMC11605244.tar.gz,,
PMC11605158,JGH Open. 2024 Nov 29; 8(12):e70064,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a6/ec/PMC11605158.tar.gz,,
PMC11791730,Histopathology. 2025 Mar 28; 86(4):627-639,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/9c/45/PMC11791730.tar.gz,,
PMC11701459,eClinicalMedicine. 2024 Nov 28; 78:102989,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/41/0c/PMC11701459.tar.gz,,
PMC11672531,ACS Cent Sci. 2024 Nov 28; 10(12):2331-2337,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/aa/e6/PMC11672531.tar.gz,,
PMC11652901,Heliyon. 2024 Nov 28; 10(23):e40754,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f1/e0/PMC11652901.tar.gz,,
PMC11643552,Nutrients. 2024 Nov 28; 16(23):4102,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/4a/20/PMC11643552.tar.gz,,
PMC11623720,medRxiv. 2024 Nov 28;:2024.11.26.24317923,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/76/94/PMC11623720.tar.gz,,
PMC11635334,JMIR Ment Health. 2024 Nov 27; 11:e63234,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/42/9c/PMC11635334.tar.gz,,
PMC11603822,BMJ Open. 2024 Nov 27; 14(11):e085360,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/45/77/PMC11603822.tar.gz,,
PMC11603348,Sci Rep. 2024 Nov 27; 14:29485,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f9/50/PMC11603348.tar.gz,,
PMC11785922,J Clin Invest.; 135(3):e178880,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/7a/82/PMC11785922.tar.gz,,
PMC11603701,Trauma Surg Acute Care Open. 2024 Nov 26; 9(1):e001609,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/6c/48/PMC11603701.tar.gz,,
PMC11594584,PLoS One. 2024 Nov 26; 19(11):e0312361,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b5/e3/PMC11594584.tar.gz,,
PMC11594533,eLife.; 12:RP88024,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/22/4f/PMC11594533.tar.gz,,
PMC11893645,Spine Deform. 2025 Nov 25; 13(2):519-528,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/22/01/PMC11893645.tar.gz,,
PMC11850030,J Safety Res. 2025 Feb 25; 92:148-157,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/79/2b/PMC11850030.tar.gz,,
PMC11589799,JAMA Netw Open. 2024 Nov 25; 7(11):e2446693,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/e5/39/PMC11589799.tar.gz,,
PMC11589703,Nat Commun. 2024 Nov 25; 15:10219,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/f1/49/PMC11589703.tar.gz,,
PMC11588434,Pharmacoepidemiol Drug Saf. 2024 Dec 25; 33(12):e70048,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/5c/f1/PMC11588434.tar.gz,,
PMC11588219,PLoS One. 2024 Nov 25; 19(11):e0314040,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/5e/90/PMC11588219.tar.gz,,
PMC11587593,Implement Sci Commun. 2024 Nov 25; 5:130,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/2b/52/PMC11587593.tar.gz,,
PMC11586683,Ecol Evol. 2024 Nov 25; 14(11):e70596,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/00/a7/PMC11586683.tar.gz,,
PMC11638603,Brain Behav Immun Health. 2024 Nov 24; 43:100914,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/61/94/PMC11638603.tar.gz,,
PMC11526931,bioRxiv. 2024 Nov 24;:2024.10.23.619844,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/e5/dd/PMC11526931.tar.gz,,
PMC11834080,AJPM Focus. 2024 Nov 22; 4(3):100303,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/1f/92/PMC11834080.tar.gz,,
PMC11673298,Toxicol Pathol. 2024 Dec 22; 52(8):545-552,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/4d/ab/PMC11673298.tar.gz,,
PMC11601905,JCI Insight.; 9(22):e175098,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/50/e4/PMC11601905.tar.gz,,
PMC11601678,medRxiv. 2024 Nov 22;:2024.11.21.24317752,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/12/02/PMC11601678.tar.gz,,
PMC11584932,JAMA Netw Open. 2024 Nov 22; 7(11):e2429630,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/41/07/PMC11584932.tar.gz,,
PMC11713442,J Clin Transl Sci.; 8(1):e218,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a2/1a/PMC11713442.tar.gz,,
PMC11642975,Nutrients. 2024 Nov 21; 16(23):3989,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/74/e2/PMC11642975.tar.gz,,
PMC11634418,Hepatobiliary Surg Nutr. 2024 Dec 1; 13(6):1068-1070,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/52/eb/PMC11634418.tar.gz,,
PMC11617738,eClinicalMedicine. 2024 Nov 21; 78:102918,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/88/ec/PMC11617738.tar.gz,,
PMC11582982,JAMA Netw Open. 2024 Nov 21; 7(11):e2446591,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/c8/7d/PMC11582982.tar.gz,,
PMC11580070,J Patient Exp. 2024 Nov 21; 11:23743735241283200,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/cb/bd/PMC11580070.tar.gz,,
PMC11890072,Am J Respir Cell Mol Biol.; 72(3):231-232,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/3a/01/PMC11890072.tar.gz,,
PMC11780858,Hum Mol Genet. 2024 Nov 20; 34(2):193-203,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/3a/fd/PMC11780858.tar.gz,,
PMC11646912,JACC Case Rep. 2024 Nov 20; 29(22):102730,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b5/74/PMC11646912.tar.gz,,
PMC11615057,Front Res Metr Anal. 2024 Nov 20; 9:1477471,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/c8/4e/PMC11615057.tar.gz,,
PMC11601778,medRxiv. 2024 Nov 20;:2024.11.19.24317587,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/38/f7/PMC11601778.tar.gz,,
PMC11601709,medRxiv. 2024 Nov 20;:2024.11.19.24317561,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/b1/e4/PMC11601709.tar.gz,,
PMC11601626,bioRxiv. 2024 Nov 20;:2024.11.20.623956,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/05/36/PMC11601626.tar.gz,,
PMC11601495,bioRxiv. 2024 Nov 20;:2024.10.18.619118,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/c6/8c/PMC11601495.tar.gz,,
PMC11588582,Bio Protoc. 2024 Nov 20; 14(22):e5116,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/d0/d0/PMC11588582.tar.gz,,
PMC11578187,Sci Adv.; 10(47):eadq6342,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/82/b3/PMC11578187.tar.gz,,
PMC11735083,Eur Heart J. 2024 Nov 18; 46(3):308-322,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/bf/f5/PMC11735083.tar.gz,,
PMC11639095,Am J Hum Genet. 2024 Dec 5; 111(12):2594-2606,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/2c/9b/PMC11639095.tar.gz,,
PMC11610251,Front Nutr. 2024 Nov 18; 11:1463983,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/1b/d9/PMC11610251.tar.gz,,
PMC11601754,medRxiv. 2024 Nov 18;:2024.11.16.24317443,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/ec/5c/PMC11601754.tar.gz,,
PMC11601622,bioRxiv. 2024 Nov 18;:2024.11.18.624183,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/fe/49/PMC11601622.tar.gz,,
PMC11573147,PLoS One. 2024 Nov 18; 19(11):e0313882,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/fa/a9/PMC11573147.tar.gz,,
PMC11617110,PEC Innov. 2024 Nov 17; 5:100358,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/bb/65/PMC11617110.tar.gz,,
PMC11574399,J Immunother Cancer. 2024 Nov 17; 12(11):e009336,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/1f/a3/PMC11574399.tar.gz,,
PMC11791007,JAAD Case Rep. 2024 Nov 16; 56:96-98,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/aa/1a/PMC11791007.tar.gz,,
PMC11631193,Neurooncol Adv. 2024 Nov 16; 6(1):vdae198,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/54/f3/PMC11631193.tar.gz,,
PMC11614791,ESMO Open. 2024 Nov 16; 9(12):103987,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/c5/c3/PMC11614791.tar.gz,,
PMC11593120,Children (Basel). 2024 Nov 16; 11(11):1390,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/27/0a/PMC11593120.tar.gz,,
PMC11721280,Environ Int. 2024 Dec 15; 194:109144,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/2d/9a/PMC11721280.tar.gz,,
PMC11666955,Mol Ther Nucleic Acids. 2024 Nov 15; 35(4):102390,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/2f/37/PMC11666955.tar.gz,,
PMC11601480,bioRxiv. 2024 Nov 15;:2024.11.14.623648,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/92/3a/PMC11601480.tar.gz,,
PMC11567159,NAR Cancer. 2024 Nov 15; 6(4):zcae045,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/69/ab/PMC11567159.tar.gz,,
PMC11567005,Sci Adv.; 10(46):eadq0856,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/a9/1d/PMC11567005.tar.gz,,
PMC11802353,Gastro Hep Adv. 2024 Nov 14; 4(3):100585,,,tgz,ftp://ftp.ncbi.nlm.nih.gov/pub/pmc/15/91/PMC11802353.tar.gz,,
